id,image_file,class_label
4937,085.Horned_Lark/Horned_Lark_0046_73950.jpg,84
7750,133.White_throated_Sparrow/White_Throated_Sparrow_0050_129051.jpg,132
8306,142.Black_Tern/Black_Tern_0015_143979.jpg,141
8299,142.Black_Tern/Black_Tern_0029_144140.jpg,141
10701,182.Yellow_Warbler/Yellow_Warbler_0102_176821.jpg,181
4657,080.Green_Kingfisher/Green_Kingfisher_0005_71352.jpg,79
6180,106.Horned_Puffin/Horned_Puffin_0033_100731.jpg,105
5128,088.Western_Meadowlark/Western_Meadowlark_0112_78760.jpg,87
9342,159.Black_and_white_Warbler/Black_And_White_Warbler_0021_160686.jpg,158
8358,143.Caspian_Tern/Caspian_Tern_0105_145673.jpg,142
5362,092.Nighthawk/Nighthawk_0058_83270.jpg,91
4329,075.Green_Jay/Green_Jay_0036_65660.jpg,74
1354,025.Pelagic_Cormorant/Pelagic_Cormorant_0088_23855.jpg,24
641,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0087_8358.jpg,11
4078,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0012_797101.jpg,70
1608,029.American_Crow/American_Crow_0134_25206.jpg,28
10634,181.Worm_eating_Warbler/Worm_Eating_Warbler_0063_795553.jpg,180
9134,156.White_eyed_Vireo/White_Eyed_Vireo_0102_159420.jpg,155
9624,164.Cerulean_Warbler/Cerulean_Warbler_0089_163412.jpg,163
6017,103.Sayornis/Sayornis_0099_98593.jpg,102
11254,192.Downy_Woodpecker/Downy_Woodpecker_0030_184368.jpg,191
1922,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0012_27062.jpg,33
4896,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0036_73814.jpg,83
8471,145.Elegant_Tern/Elegant_Tern_0064_150822.jpg,144
6352,109.American_Redstart/American_Redstart_0089_103187.jpg,108
4607,079.Belted_Kingfisher/Belted_Kingfisher_0053_70899.jpg,78
2914,051.Horned_Grebe/Horned_Grebe_0072_34497.jpg,50
9345,159.Black_and_white_Warbler/Black_And_White_Warbler_0046_160202.jpg,158
10230,174.Palm_Warbler/Palm_Warbler_0012_170857.jpg,173
3303,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0001_39801.jpg,56
10540,179.Tennessee_Warbler/Tennessee_Warbler_0052_175089.jpg,178
5673,097.Orchard_Oriole/Orchard_Oriole_0075_91847.jpg,96
2343,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0126_41905.jpg,40
5144,088.Western_Meadowlark/Western_Meadowlark_0069_78587.jpg,87
5099,088.Western_Meadowlark/Western_Meadowlark_0098_78382.jpg,87
11082,189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0099_180766.jpg,188
7366,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0023_796899.jpg,125
6828,117.Clay_colored_Sparrow/Clay_Colored_Sparrow_0029_110720.jpg,116
1684,030.Fish_Crow/Fish_Crow_0079_26030.jpg,29
10988,187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0012_179905.jpg,186
816,015.Lazuli_Bunting/Lazuli_Bunting_0054_14714.jpg,14
6754,116.Chipping_Sparrow/Chipping_Sparrow_0098_108644.jpg,115
4688,081.Pied_Kingfisher/Pied_Kingfisher_0017_72316.jpg,80
10162,173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0018_168126.jpg,172
4495,078.Gray_Kingbird/Gray_Kingbird_0022_70155.jpg,77
8429,144.Common_Tern/Common_Tern_0070_150292.jpg,143
5977,103.Sayornis/Sayornis_0066_98309.jpg,102
4835,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0088_73386.jpg,82
3905,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0049_57891.jpg,67
1572,028.Brown_Creeper/Brown_Creeper_0059_25010.jpg,27
9583,163.Cape_May_Warbler/Cape_May_Warbler_0031_163012.jpg,162
2130,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0099_29305.jpg,37
11003,187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0027_796147.jpg,186
5641,097.Orchard_Oriole/Orchard_Oriole_0023_91705.jpg,96
6242,107.Common_Raven/Common_Raven_0078_101148.jpg,106
7898,135.Bank_Swallow/Bank_Swallow_0020_129747.jpg,134
9515,162.Canada_Warbler/Canada_Warbler_0064_162417.jpg,161
7304,125.Lincoln_Sparrow/Lincoln_Sparrow_0084_117492.jpg,124
9988,170.Mourning_Warbler/Mourning_Warbler_0051_795352.jpg,169
6919,119.Field_Sparrow/Field_Sparrow_0121_113455.jpg,118
10849,185.Bohemian_Waxwing/Bohemian_Waxwing_0019_177684.jpg,184
10842,185.Bohemian_Waxwing/Bohemian_Waxwing_0010_796672.jpg,184
6292,108.White_necked_Raven/White_Necked_Raven_0026_797357.jpg,107
4031,070.Green_Violetear/Green_Violetear_0077_795696.jpg,69
11071,188.Pileated_Woodpecker/Pileated_Woodpecker_0051_179965.jpg,187
1085,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0065_22137.jpg,19
2455,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0049_42593.jpg,42
3936,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0001_58162.jpg,67
11229,191.Red_headed_Woodpecker/Red_Headed_Woodpecker_0052_182702.jpg,190
9710,165.Chestnut_sided_Warbler/Chestnut_Sided_Warbler_0126_164090.jpg,164
7935,136.Barn_Swallow/Barn_Swallow_0056_132916.jpg,135
2602,046.Gadwall/Gadwall_0069_31291.jpg,45
11153,190.Red_cockaded_Woodpecker/Red_Cockaded_Woodpecker_0002_794696.jpg,189
8271,141.Artic_Tern/Artic_Tern_0089_141652.jpg,140
4975,086.Pacific_Loon/Pacific_Loon_0037_75800.jpg,85
3175,055.Evening_Grosbeak/Evening_Grosbeak_0016_37613.jpg,54
2871,050.Eared_Grebe/Eared_Grebe_0051_34209.jpg,49
6040,104.American_Pipit/American_Pipit_0031_99607.jpg,103
8131,139.Scarlet_Tanager/Scarlet_Tanager_0132_138001.jpg,138
11770,200.Common_Yellowthroat/Common_Yellowthroat_0054_190398.jpg,199
280,005.Crested_Auklet/Crested_Auklet_0030_794937.jpg,4
10774,183.Northern_Waterthrush/Northern_Waterthrush_0051_177120.jpg,182
215,004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724.jpg,3
5648,097.Orchard_Oriole/Orchard_Oriole_0035_92003.jpg,96
3309,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0047_39407.jpg,56
3120,054.Blue_Grosbeak/Blue_Grosbeak_0038_37095.jpg,53
2339,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0106_41684.jpg,40
984,018.Spotted_Catbird/Spotted_Catbird_0013_19428.jpg,17
8734,149.Brown_Thrasher/Brown_Thrasher_0013_155329.jpg,148
2791,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0056_33649.jpg,48
3281,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0106_39714.jpg,56
9506,162.Canada_Warbler/Canada_Warbler_0112_162398.jpg,161
10764,183.Northern_Waterthrush/Northern_Waterthrush_0009_177078.jpg,182
3892,067.Anna_Hummingbird/Anna_Hummingbird_0043_56059.jpg,66
1548,028.Brown_Creeper/Brown_Creeper_0007_24902.jpg,27
2966,052.Pied_billed_Grebe/Pied_Billed_Grebe_0032_35931.jpg,51
3437,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0032_44594.jpg,59
1623,029.American_Crow/American_Crow_0124_25356.jpg,28
8297,142.Black_Tern/Black_Tern_0089_144174.jpg,141
8302,142.Black_Tern/Black_Tern_0061_143959.jpg,141
2795,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0068_33387.jpg,48
9797,167.Hooded_Warbler/Hooded_Warbler_0078_165123.jpg,166
3335,058.Pigeon_Guillemot/Pigeon_Guillemot_0028_40046.jpg,57
8102,138.Tree_Swallow/Tree_Swallow_0013_135923.jpg,137
11493,196.House_Wren/House_Wren_0087_187946.jpg,195
7080,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0026_115915.jpg,120
86,002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg,1
2643,046.Gadwall/Gadwall_0091_30941.jpg,45
115,002.Laysan_Albatross/Laysan_Albatross_0018_492.jpg,1
1229,022.Chuck_will_Widow/Chuck_Will_Widow_0050_22750.jpg,21
8413,144.Common_Tern/Common_Tern_0098_148785.jpg,143
6685,115.Brewer_Sparrow/Brewer_Sparrow_0069_796709.jpg,114
9642,164.Cerulean_Warbler/Cerulean_Warbler_0076_163294.jpg,163
917,017.Cardinal/Cardinal_0089_18005.jpg,16
11076,189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0050_180751.jpg,188
8839,151.Black_capped_Vireo/Black_Capped_Vireo_0028_155799.jpg,150
316,006.Least_Auklet/Least_Auklet_0024_795120.jpg,5
4561,079.Belted_Kingfisher/Belted_Kingfisher_0047_70705.jpg,78
464,009.Brewer_Blackbird/Brewer_Blackbird_0103_2273.jpg,8
4977,086.Pacific_Loon/Pacific_Loon_0066_75547.jpg,85
9939,169.Magnolia_Warbler/Magnolia_Warbler_0023_165827.jpg,168
6004,103.Sayornis/Sayornis_0005_98958.jpg,102
10614,181.Worm_eating_Warbler/Worm_Eating_Warbler_0081_175971.jpg,180
600,011.Rusty_Blackbird/Rusty_Blackbird_0121_6637.jpg,10
5845,100.Brown_Pelican/Brown_Pelican_0071_94549.jpg,99
1110,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0077_21986.jpg,19
620,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0041_8264.jpg,11
8901,152.Blue_headed_Vireo/Blue_Headed_Vireo_0026_156245.jpg,151
4149,072.Pomarine_Jaeger/Pomarine_Jaeger_0022_795747.jpg,71
4130,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0013_60887.jpg,70
5708,098.Scott_Oriole/Scott_Oriole_0008_795814.jpg,97
5558,095.Baltimore_Oriole/Baltimore_Oriole_0104_86979.jpg,94
6668,114.Black_throated_Sparrow/Black_Throated_Sparrow_0078_107298.jpg,113
6749,116.Chipping_Sparrow/Chipping_Sparrow_0073_108881.jpg,115
1904,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0051_26988.jpg,33
2558,045.Northern_Fulmar/Northern_Fulmar_0061_43653.jpg,44
2798,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0041_33396.jpg,48
7392,127.Savannah_Sparrow/Savannah_Sparrow_0079_118817.jpg,126
10469,178.Swainson_Warbler/Swainson_Warbler_0020_794863.jpg,177
7929,136.Barn_Swallow/Barn_Swallow_0005_130591.jpg,135
1444,026.Bronzed_Cowbird/Bronzed_Cowbird_0053_24170.jpg,25
8977,153.Philadelphia_Vireo/Philadelphia_Vireo_0046_794798.jpg,152
3941,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0059_58210.jpg,67
2555,045.Northern_Fulmar/Northern_Fulmar_0014_43895.jpg,44
5215,090.Red_breasted_Merganser/Red_Breasted_Merganser_0021_79168.jpg,89
10772,183.Northern_Waterthrush/Northern_Waterthrush_0055_177114.jpg,182
7585,130.Tree_Sparrow/Tree_Sparrow_0041_123497.jpg,129
4988,086.Pacific_Loon/Pacific_Loon_0065_75588.jpg,85
11485,195.Carolina_Wren/Carolina_Wren_0141_186347.jpg,194
10275,175.Pine_Warbler/Pine_Warbler_0078_171374.jpg,174
4251,073.Blue_Jay/Blue_Jay_0048_62433.jpg,72
8494,145.Elegant_Tern/Elegant_Tern_0008_145044.jpg,144
11484,195.Carolina_Wren/Carolina_Wren_0033_186848.jpg,194
8202,140.Summer_Tanager/Summer_Tanager_0032_140425.jpg,139
10126,172.Nashville_Warbler/Nashville_Warbler_0064_167411.jpg,171
10948,186.Cedar_Waxwing/Cedar_Waxwing_0092_179123.jpg,185
11394,194.Cactus_Wren/Cactus_Wren_0025_185696.jpg,193
9277,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0081_159963.jpg,157
11219,191.Red_headed_Woodpecker/Red_Headed_Woodpecker_0097_182903.jpg,190
874,016.Painted_Bunting/Painted_Bunting_0099_16525.jpg,15
10215,174.Palm_Warbler/Palm_Warbler_0060_168686.jpg,173
6591,113.Baird_Sparrow/Baird_Sparrow_0010_794575.jpg,112
5418,093.Clark_Nutcracker/Clark_Nutcracker_0067_85302.jpg,92
10552,180.Wilson_Warbler/Wilson_Warbler_0108_175179.jpg,179
10281,175.Pine_Warbler/Pine_Warbler_0004_171215.jpg,174
2277,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0023_796887.jpg,39
8410,144.Common_Tern/Common_Tern_0100_149541.jpg,143
4713,081.Pied_Kingfisher/Pied_Kingfisher_0073_72508.jpg,80
10658,181.Worm_eating_Warbler/Worm_Eating_Warbler_0026_176096.jpg,180
10104,172.Nashville_Warbler/Nashville_Warbler_0051_167250.jpg,171
9608,164.Cerulean_Warbler/Cerulean_Warbler_0010_797210.jpg,163
1676,030.Fish_Crow/Fish_Crow_0038_26000.jpg,29
4549,078.Gray_Kingbird/Gray_Kingbird_0041_70119.jpg,77
96,002.Laysan_Albatross/Laysan_Albatross_0076_671.jpg,1
4997,086.Pacific_Loon/Pacific_Loon_0009_75642.jpg,85
925,017.Cardinal/Cardinal_0007_18537.jpg,16
8605,147.Least_Tern/Least_Tern_0033_153796.jpg,146
2405,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0072_42218.jpg,41
946,017.Cardinal/Cardinal_0104_17122.jpg,16
3484,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0096_45012.jpg,59
7519,129.Song_Sparrow/Song_Sparrow_0101_120920.jpg,128
6247,107.Common_Raven/Common_Raven_0001_101213.jpg,106
6728,115.Brewer_Sparrow/Brewer_Sparrow_0064_107502.jpg,114
1227,022.Chuck_will_Widow/Chuck_Will_Widow_0043_797001.jpg,21
11558,197.Marsh_Wren/Marsh_Wren_0008_188533.jpg,196
3147,055.Evening_Grosbeak/Evening_Grosbeak_0079_37979.jpg,54
2930,051.Horned_Grebe/Horned_Grebe_0019_34811.jpg,50
5466,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0066_86159.jpg,93
8602,147.Least_Tern/Least_Tern_0062_153259.jpg,146
2232,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0054_30732.jpg,39
9748,166.Golden_winged_Warbler/Golden_Winged_Warbler_0068_794825.jpg,165
10939,186.Cedar_Waxwing/Cedar_Waxwing_0065_179017.jpg,185
8172,140.Summer_Tanager/Summer_Tanager_0018_139290.jpg,139
9963,170.Mourning_Warbler/Mourning_Warbler_0012_166515.jpg,169
5477,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0142_86805.jpg,93
10086,172.Nashville_Warbler/Nashville_Warbler_0121_167078.jpg,171
10747,183.Northern_Waterthrush/Northern_Waterthrush_0068_177273.jpg,182
1635,029.American_Crow/American_Crow_0039_25061.jpg,28
4090,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0061_61049.jpg,70
2471,044.Frigatebird/Frigatebird_0057_43016.jpg,43
9269,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0045_797135.jpg,157
5747,099.Ovenbird/Ovenbird_0032_93199.jpg,98
220,004.Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg,3
8765,150.Sage_Thrasher/Sage_Thrasher_0066_155666.jpg,149
10202,174.Palm_Warbler/Palm_Warbler_0133_169575.jpg,173
3539,061.Heermann_Gull/Heermann_Gull_0043_45939.jpg,60
10144,173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0052_168013.jpg,172
1466,027.Shiny_Cowbird/Shiny_Cowbird_0075_24335.jpg,26
10909,186.Cedar_Waxwing/Cedar_Waxwing_0076_178732.jpg,185
7837,134.Cape_Glossy_Starling/Cape_Glossy_Starling_0096_129388.jpg,133
4234,073.Blue_Jay/Blue_Jay_0027_63133.jpg,72
11490,196.House_Wren/House_Wren_0055_187397.jpg,195
10877,185.Bohemian_Waxwing/Bohemian_Waxwing_0117_177858.jpg,184
8666,148.Green_tailed_Towhee/Green_Tailed_Towhee_0064_154771.jpg,147
416,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0017_2155.jpg,7
104,002.Laysan_Albatross/Laysan_Albatross_0006_702.jpg,1
1741,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0070_795310.jpg,30
10277,175.Pine_Warbler/Pine_Warbler_0017_171678.jpg,174
1111,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0098_21987.jpg,19
5980,103.Sayornis/Sayornis_0036_98323.jpg,102
2601,046.Gadwall/Gadwall_0042_31411.jpg,45
716,013.Bobolink/Bobolink_0032_10217.jpg,12
1923,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0030_27068.jpg,33
2013,036.Northern_Flicker/Northern_Flicker_0077_28341.jpg,35
6631,114.Black_throated_Sparrow/Black_Throated_Sparrow_0065_107087.jpg,113
4953,085.Horned_Lark/Horned_Lark_0091_74087.jpg,84
2080,037.Acadian_Flycatcher/Acadian_Flycatcher_0068_795590.jpg,36
7113,122.Harris_Sparrow/Harris_Sparrow_0073_116577.jpg,121
9882,168.Kentucky_Warbler/Kentucky_Warbler_0078_795889.jpg,167
1954,035.Purple_Finch/Purple_Finch_0094_27323.jpg,34
4424,076.Dark_eyed_Junco/Dark_Eyed_Junco_0115_68840.jpg,75
2702,047.American_Goldfinch/American_Goldfinch_0122_32186.jpg,46
10790,184.Louisiana_Waterthrush/Louisiana_Waterthrush_0068_177462.jpg,183
2011,036.Northern_Flicker/Northern_Flicker_0035_28332.jpg,35
2808,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0123_33695.jpg,48
9018,154.Red_eyed_Vireo/Red_Eyed_Vireo_0084_156943.jpg,153
10430,178.Swainson_Warbler/Swainson_Warbler_0038_794882.jpg,177
11069,188.Pileated_Woodpecker/Pileated_Woodpecker_0087_179959.jpg,187
10794,184.Louisiana_Waterthrush/Louisiana_Waterthrush_0042_177551.jpg,183
11460,195.Carolina_Wren/Carolina_Wren_0049_186129.jpg,194
1881,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0043_26990.jpg,33
10741,183.Northern_Waterthrush/Northern_Waterthrush_0006_176988.jpg,182
11406,194.Cactus_Wren/Cactus_Wren_0030_185798.jpg,193
6443,111.Loggerhead_Shrike/Loggerhead_Shrike_0114_104960.jpg,110
4429,076.Dark_eyed_Junco/Dark_Eyed_Junco_0132_66476.jpg,75
467,009.Brewer_Blackbird/Brewer_Blackbird_0115_2279.jpg,8
9029,154.Red_eyed_Vireo/Red_Eyed_Vireo_0101_156988.jpg,153
11697,199.Winter_Wren/Winter_Wren_0131_190061.jpg,198
2443,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0048_795505.jpg,42
7831,134.Cape_Glossy_Starling/Cape_Glossy_Starling_0076_129377.jpg,133
10169,173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0119_167658.jpg,172
10349,176.Prairie_Warbler/Prairie_Warbler_0120_173097.jpg,175
8786,150.Sage_Thrasher/Sage_Thrasher_0079_155718.jpg,149
990,018.Spotted_Catbird/Spotted_Catbird_0024_796791.jpg,17
2615,046.Gadwall/Gadwall_0030_31855.jpg,45
8848,151.Black_capped_Vireo/Black_Capped_Vireo_0012_797473.jpg,150
4511,078.Gray_Kingbird/Gray_Kingbird_0045_70256.jpg,77
1569,028.Brown_Creeper/Brown_Creeper_0125_24995.jpg,27
6184,106.Horned_Puffin/Horned_Puffin_0012_100763.jpg,105
9430,161.Blue_winged_Warbler/Blue_Winged_Warbler_0054_161862.jpg,160
4434,077.Tropical_Kingbird/Tropical_Kingbird_0064_69889.jpg,76
1058,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0090_21931.jpg,19
2323,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0111_42118.jpg,40
6566,113.Baird_Sparrow/Baird_Sparrow_0008_106929.jpg,112
8698,148.Green_tailed_Towhee/Green_Tailed_Towhee_0071_154870.jpg,147
2458,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0062_42693.jpg,42
7059,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0042_115638.jpg,120
6325,109.American_Redstart/American_Redstart_0090_102940.jpg,108
10266,175.Pine_Warbler/Pine_Warbler_0060_171635.jpg,174
10270,175.Pine_Warbler/Pine_Warbler_0033_171657.jpg,174
3159,055.Evening_Grosbeak/Evening_Grosbeak_0102_37927.jpg,54
9751,166.Golden_winged_Warbler/Golden_Winged_Warbler_0018_164558.jpg,165
9328,159.Black_and_white_Warbler/Black_And_White_Warbler_0102_160073.jpg,158
1588,029.American_Crow/American_Crow_0101_25118.jpg,28
10260,175.Pine_Warbler/Pine_Warbler_0108_170597.jpg,174
2576,045.Northern_Fulmar/Northern_Fulmar_0100_43732.jpg,44
7333,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0058_118023.jpg,125
270,005.Crested_Auklet/Crested_Auklet_0076_785252.jpg,4
9531,163.Cape_May_Warbler/Cape_May_Warbler_0001_139008.jpg,162
6483,111.Loggerhead_Shrike/Loggerhead_Shrike_0116_105286.jpg,110
4240,073.Blue_Jay/Blue_Jay_0080_61617.jpg,72
2978,052.Pied_billed_Grebe/Pied_Billed_Grebe_0068_35963.jpg,51
10743,183.Northern_Waterthrush/Northern_Waterthrush_0022_177003.jpg,182
78,002.Laysan_Albatross/Laysan_Albatross_0025_571.jpg,1
469,009.Brewer_Blackbird/Brewer_Blackbird_0131_2289.jpg,8
221,004.Groove_billed_Ani/Groove_Billed_Ani_0004_1528.jpg,3
6764,116.Chipping_Sparrow/Chipping_Sparrow_0080_108685.jpg,115
3488,061.Heermann_Gull/Heermann_Gull_0076_45597.jpg,60
10397,177.Prothonotary_Warbler/Prothonotary_Warbler_0021_173816.jpg,176
10574,180.Wilson_Warbler/Wilson_Warbler_0047_175304.jpg,179
1880,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0016_27181.jpg,33
8774,150.Sage_Thrasher/Sage_Thrasher_0031_796455.jpg,149
10802,184.Louisiana_Waterthrush/Louisiana_Waterthrush_0091_795246.jpg,183
11616,198.Rock_Wren/Rock_Wren_0113_189204.jpg,197
4459,077.Tropical_Kingbird/Tropical_Kingbird_0017_69715.jpg,76
3990,069.Rufous_Hummingbird/Rufous_Hummingbird_0064_58509.jpg,68
10214,174.Palm_Warbler/Palm_Warbler_0055_170219.jpg,173
7220,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0060_795160.jpg,123
3238,056.Pine_Grosbeak/Pine_Grosbeak_0019_38845.jpg,55
4229,073.Blue_Jay/Blue_Jay_0085_62831.jpg,72
7444,127.Savannah_Sparrow/Savannah_Sparrow_0137_119757.jpg,126
10893,185.Bohemian_Waxwing/Bohemian_Waxwing_0028_796647.jpg,184
7139,122.Harris_Sparrow/Harris_Sparrow_0072_116662.jpg,121
36,001.Black_footed_Albatross/Black_Footed_Albatross_0057_796106.jpg,0
6117,105.Whip_poor_Will/Whip_Poor_Will_0013_796439.jpg,104
10899,185.Bohemian_Waxwing/Bohemian_Waxwing_0040_177914.jpg,184
2850,050.Eared_Grebe/Eared_Grebe_0020_34131.jpg,49
545,011.Rusty_Blackbird/Rusty_Blackbird_0113_6664.jpg,10
952,017.Cardinal/Cardinal_0002_18424.jpg,16
8269,141.Artic_Tern/Artic_Tern_0122_142448.jpg,140
6166,106.Horned_Puffin/Horned_Puffin_0082_100876.jpg,105
3040,053.Western_Grebe/Western_Grebe_0028_36196.jpg,52
1034,019.Gray_Catbird/Gray_Catbird_0050_20763.jpg,18
5244,090.Red_breasted_Merganser/Red_Breasted_Merganser_0022_79274.jpg,89
11512,196.House_Wren/House_Wren_0116_187604.jpg,195
2118,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0087_29252.jpg,37
7686,131.Vesper_Sparrow/Vesper_Sparrow_0022_125719.jpg,130
1123,021.Eastern_Towhee/Eastern_Towhee_0068_22194.jpg,20
11215,191.Red_headed_Woodpecker/Red_Headed_Woodpecker_0108_183403.jpg,190
8815,150.Sage_Thrasher/Sage_Thrasher_0052_155605.jpg,149
3889,067.Anna_Hummingbird/Anna_Hummingbird_0115_55766.jpg,66
4565,079.Belted_Kingfisher/Belted_Kingfisher_0072_70924.jpg,78
1204,022.Chuck_will_Widow/Chuck_Will_Widow_0040_796976.jpg,21
2116,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0040_29447.jpg,37
4609,079.Belted_Kingfisher/Belted_Kingfisher_0005_70389.jpg,78
6634,114.Black_throated_Sparrow/Black_Throated_Sparrow_0023_107104.jpg,113
1581,028.Brown_Creeper/Brown_Creeper_0121_24574.jpg,27
9178,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0052_794973.jpg,156
